approach,scenario,run,failure_time,orphan_total,successful_realloc,failed_realloc,tasks_quorum_ok,tasks_quorum_fail,connectivity_index
rl3.1,cenario1_tempo_fixo/310s_20percent,6,320.0,16,14,2,11,1,0.875
rl3.1,cenario1_tempo_fixo/310s_20percent,7,320.0,54,52,2,10,5,0.963
rl3.1,cenario1_tempo_fixo/310s_20percent,8,320.0,38,35,3,7,24,0.9211
rl3.1,cenario1_tempo_fixo/310s_20percent,9,320.0,37,37,0,10,5,1.0
rl3.1,cenario1_tempo_fixo/310s_20percent,10,320.0,23,22,1,9,11,0.9565
rl3.1,cenario1_tempo_fixo/310s_20percent,11,320.0,21,18,3,11,0,0.8571
rl3.1,cenario1_tempo_fixo/310s_20percent,12,320.0,15,15,0,11,3,1.0
rl3.1,cenario1_tempo_fixo/310s_20percent,13,320.0,22,21,1,11,0,0.9545
rl3.1,cenario1_tempo_fixo/310s_20percent,14,320.0,22,21,1,10,5,0.9545
rl3.1,cenario1_tempo_fixo/310s_20percent,15,320.0,28,27,1,11,1,0.9643
rl3.1,cenario1_tempo_fixo/310s_20percent,16,320.0,52,49,3,11,0,0.9423
rl3.1,cenario1_tempo_fixo/310s_20percent,17,320.0,25,24,1,9,11,0.96
rl3.1,cenario1_tempo_fixo/310s_20percent,18,320.0,26,26,0,7,24,1.0
rl3.1,cenario1_tempo_fixo/310s_20percent,19,320.0,16,15,1,11,0,0.9375
rl3.1,cenario1_tempo_fixo/310s_20percent,20,320.0,25,22,3,11,0,0.88
rl3.1,cenario1_tempo_fixo/310s_20percent,21,320.0,25,22,3,9,11,0.88
rl3.1,cenario1_tempo_fixo/310s_20percent,22,320.0,33,30,3,10,7,0.9091
rl3.1,cenario1_tempo_fixo/310s_20percent,23,320.0,15,14,1,10,5,0.9333
rl3.1,cenario1_tempo_fixo/310s_20percent,24,320.0,21,21,0,9,11,1.0
rl3.1,cenario1_tempo_fixo/310s_20percent,25,320.0,20,17,3,11,0,0.85
rl3.1,cenario1_tempo_fixo/310s_20percent,26,320.0,23,23,0,10,6,1.0
rl3.1,cenario1_tempo_fixo/310s_20percent,27,320.0,32,30,2,11,0,0.9375
rl3.1,cenario1_tempo_fixo/310s_20percent,28,320.0,38,37,1,10,5,0.9737
rl3.1,cenario1_tempo_fixo/310s_20percent,29,320.0,30,29,1,9,11,0.9667
rl3.1,cenario1_tempo_fixo/310s_20percent,30,320.0,24,23,1,10,5,0.9583
rl3.1,cenario1_tempo_fixo/310s_20percent,31,320.0,11,10,1,6,30,0.9091
rl3.1,cenario1_tempo_fixo/310s_20percent,32,320.0,2,2,0,11,0,1.0
rl3.1,cenario1_tempo_fixo/310s_20percent,33,320.0,18,17,1,9,11,0.9444
rl3.1,cenario1_tempo_fixo/310s_20percent,34,320.0,56,53,3,11,0,0.9464
rl3.1,cenario1_tempo_fixo/310s_20percent,35,320.0,33,30,3,11,0,0.9091
rl3.1,cenario1_tempo_fixo/310s_30percent,1,320.0,31,27,4,10,5,0.871
rl3.1,cenario1_tempo_fixo/310s_30percent,2,320.0,20,19,1,11,0,0.95
rl3.1,cenario1_tempo_fixo/310s_30percent,3,320.0,56,54,2,9,14,0.9643
rl3.1,cenario1_tempo_fixo/310s_30percent,4,320.0,19,19,0,6,30,1.0
rl3.1,cenario1_tempo_fixo/310s_30percent,5,320.0,50,48,2,9,11,0.96
rl3.1,cenario1_tempo_fixo/310s_30percent,6,320.0,31,31,0,10,5,1.0
rl3.1,cenario1_tempo_fixo/310s_30percent,7,320.0,28,27,1,9,11,0.9643
rl3.1,cenario1_tempo_fixo/310s_30percent,8,320.0,23,22,1,9,11,0.9565
rl3.1,cenario1_tempo_fixo/310s_30percent,9,320.0,48,47,1,10,7,0.9792
rl3.1,cenario1_tempo_fixo/310s_30percent,10,320.0,32,30,2,11,0,0.9375
rl3.1,cenario1_tempo_fixo/310s_30percent,11,320.0,17,17,0,9,11,1.0
rl3.1,cenario1_tempo_fixo/310s_30percent,12,320.0,34,33,1,11,0,0.9706
rl3.1,cenario1_tempo_fixo/310s_30percent,13,320.0,60,58,2,9,11,0.9667
rl3.1,cenario1_tempo_fixo/310s_30percent,14,320.0,59,56,3,11,0,0.9492
rl3.1,cenario1_tempo_fixo/310s_30percent,15,320.0,27,26,1,11,0,0.963
rl3.1,cenario1_tempo_fixo/310s_30percent,16,320.0,52,51,1,11,3,0.9808
rl3.1,cenario1_tempo_fixo/310s_30percent,17,320.0,29,27,2,11,1,0.931
rl3.1,cenario1_tempo_fixo/310s_30percent,18,320.0,22,20,2,10,5,0.9091
rl3.1,cenario1_tempo_fixo/310s_30percent,19,320.0,45,42,3,11,0,0.9333
rl3.1,cenario1_tempo_fixo/310s_30percent,20,320.0,54,50,4,11,0,0.9259
rl3.1,cenario1_tempo_fixo/310s_30percent,21,320.0,57,55,2,9,11,0.9649
rl3.1,cenario1_tempo_fixo/310s_30percent,22,320.0,45,45,0,11,1,1.0
rl3.1,cenario1_tempo_fixo/310s_30percent,23,320.0,26,25,1,10,5,0.9615
rl3.1,cenario1_tempo_fixo/310s_30percent,24,320.0,65,65,0,9,11,1.0
rl3.1,cenario1_tempo_fixo/310s_30percent,25,320.0,27,26,1,11,0,0.963
rl3.1,cenario1_tempo_fixo/310s_30percent,26,320.0,31,29,2,10,5,0.9355
rl3.1,cenario1_tempo_fixo/310s_30percent,27,320.0,25,25,0,11,0,1.0
rl3.1,cenario1_tempo_fixo/310s_30percent,28,320.0,38,36,2,11,0,0.9474
rl3.1,cenario1_tempo_fixo/310s_30percent,29,320.0,36,34,2,11,0,0.9444
rl3.1,cenario1_tempo_fixo/310s_30percent,30,320.0,58,56,2,9,16,0.9655
rl3.1,cenario1_tempo_fixo/310s_30percent,31,320.0,38,35,3,11,0,0.9211
rl3.1,cenario1_tempo_fixo/310s_30percent,32,320.0,27,27,0,8,18,1.0
rl3.1,cenario1_tempo_fixo/310s_30percent,33,320.0,37,35,2,10,5,0.9459
rl3.1,cenario1_tempo_fixo/310s_30percent,34,320.0,60,60,0,11,1,1.0
rl3.1,cenario1_tempo_fixo/310s_30percent,35,320.0,11,11,0,11,0,1.0
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,1,271.837,16,15,1,11,1,0.9375
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,2,582.974,23,22,1,10,5,0.9565
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,3,329.173,25,24,1,10,7,0.96
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,4,446.637,7,5,2,11,1,0.7143
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,5,300.174,8,8,0,11,0,1.0
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,6,389.948,23,23,0,11,3,1.0
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,7,238.023,28,27,1,11,1,0.9643
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,8,527.58,28,27,1,11,0,0.9643
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,9,563.408,26,25,1,11,0,0.9615
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,10,445.572,12,11,1,11,0,0.9167
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,11,227.155,33,33,0,10,5,1.0
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,12,563.067,24,23,1,11,0,0.9583
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,13,294.321,14,14,0,9,11,1.0
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,14,582.845,37,36,1,10,5,0.973
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,15,399.548,7,7,0,11,0,1.0
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,16,309.078,23,23,0,9,11,1.0
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,17,372.387,20,20,0,11,0,1.0
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,18,292.577,19,17,2,11,1,0.8947
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,19,342.787,22,21,1,11,0,0.9545
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,20,427.966,28,27,1,11,0,0.9643
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,21,405.23,4,3,1,11,0,0.75
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,22,604.184,20,20,0,11,0,1.0
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,23,353.399,28,28,0,11,0,1.0
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,24,516.677,25,24,1,8,18,0.96
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,25,547.718,10,10,0,9,11,1.0
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,26,460.891,9,8,1,11,2,0.8889
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,27,386.602,28,27,1,11,1,0.9643
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,28,550.896,23,21,2,11,0,0.913
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,29,220.696,20,19,1,11,1,0.95
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,30,546.551,33,32,1,11,1,0.9697
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,31,547.948,15,15,0,11,0,1.0
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,32,451.968,10,8,2,11,1,0.8
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,33,229.023,18,16,2,10,5,0.8889
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,34,602.405,27,26,1,11,0,0.963
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,35,485.672,19,19,0,11,0,1.0
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,1,190.405,33,31,2,10,5,0.9394
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,2,568.205,48,46,2,11,1,0.9583
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,3,431.467,33,32,1,11,1,0.9697
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,4,350.161,26,24,2,6,30,0.9231
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,5,482.55,14,14,0,10,5,1.0
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,6,341.075,42,38,4,11,0,0.9048
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,7,282.637,17,17,0,8,18,1.0
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,8,418.664,32,31,1,11,1,0.9688
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,9,321.796,28,26,2,11,0,0.9286
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,10,505.891,18,17,1,9,11,0.9444
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,11,464.961,41,40,1,11,0,0.9756
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,12,334.237,54,47,7,11,0,0.8704
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,13,350.768,15,12,3,11,0,0.8
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,14,276.155,24,24,0,9,11,1.0
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,15,391.841,53,51,2,11,0,0.9623
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,16,300.323,28,22,6,9,11,0.7857
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,17,384.19,27,26,1,11,1,0.963
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,18,393.823,51,49,2,9,11,0.9608
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,19,307.01,21,19,2,11,1,0.9048
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,20,329.146,24,23,1,11,0,0.9583
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,21,514.446,47,44,3,7,24,0.9362
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,22,336.822,50,48,2,10,5,0.96
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,23,272.418,13,13,0,11,1,1.0
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,24,310.264,25,21,4,8,18,0.84
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,25,486.568,34,34,0,11,1,1.0
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,26,605.785,54,52,2,8,18,0.963
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,27,229.043,14,13,1,8,18,0.9286
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,28,322.35,35,34,1,10,5,0.9714
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,29,469.886,50,47,3,10,5,0.94
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,30,556.92,38,38,0,10,5,1.0
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,31,372.918,21,21,0,11,1,1.0
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,32,516.409,32,30,2,9,11,0.9375
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,33,280.172,31,31,0,10,5,1.0
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,34,209.656,23,23,0,8,18,1.0
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,35,339.149,19,18,1,11,1,0.9474
rl3.1,cenario2_tempo_aleatorio/180-600s_30percent,1,369.348,22,22,0,10,5,1.0
rl3.1,cenario2_tempo_aleatorio/180-600s_30percent,2,291.156,60,57,3,11,0,0.95
rl3.1,cenario2_tempo_aleatorio/180-600s_30percent,3,386.107,46,44,2,10,5,0.9565
rl3.1,cenario2_tempo_aleatorio/180-600s_30percent,4,430.435,31,30,1,10,5,0.9677
rl3.1,cenario2_tempo_aleatorio/180-600s_30percent,5,205.549,34,34,0,8,18,1.0
rl3.1,cenario2_tempo_aleatorio/180-600s_30percent,6,293.47,21,20,1,9,11,0.9524
rl3.1,cenario2_tempo_aleatorio/180-600s_30percent,7,527.293,60,57,3,11,3,0.95
rl3.1,cenario2_tempo_aleatorio/180-600s_30percent,8,205.2,18,17,1,8,18,0.9444
rl3.1,cenario2_tempo_aleatorio/180-600s_30percent,9,532.993,28,24,4,9,11,0.8571
rl3.1,cenario2_tempo_aleatorio/180-600s_30percent,10,205.779,19,19,0,10,5,1.0
rl3.1,cenario2_tempo_aleatorio/180-600s_30percent,11,320.738,23,22,1,10,5,0.9565
rl3.1,cenario2_tempo_aleatorio/180-600s_30percent,12,219.175,8,8,0,11,0,1.0
rl3.1,cenario2_tempo_aleatorio/180-600s_30percent,13,322.855,54,47,7,11,2,0.8704
rl3.1,cenario2_tempo_aleatorio/180-600s_30percent,14,598.705,72,70,2,9,11,0.9722
rl3.1,cenario2_tempo_aleatorio/180-600s_30percent,15,253.798,56,51,5,8,18,0.9107
rl3.1,cenario2_tempo_aleatorio/180-600s_30percent,16,249.948,33,30,3,11,0,0.9091
rl3.1,cenario2_tempo_aleatorio/180-600s_30percent,17,454.211,29,28,1,10,5,0.9655
rl3.1,cenario2_tempo_aleatorio/180-600s_30percent,18,541.37,40,38,2,11,0,0.95
rl3.1,cenario2_tempo_aleatorio/180-600s_30percent,19,367.043,43,41,2,11,0,0.9535
rl3.1,cenario2_tempo_aleatorio/180-600s_30percent,20,441.053,69,66,3,11,3,0.9565
rl3.1,cenario2_tempo_aleatorio/180-600s_30percent,21,245.927,76,75,1,11,1,0.9868
rl3.1,cenario2_tempo_aleatorio/180-600s_30percent,22,534.539,68,67,1,8,18,0.9853
rl3.1,cenario2_tempo_aleatorio/180-600s_30percent,23,501.262,34,34,0,11,0,1.0
rl3.1,cenario2_tempo_aleatorio/180-600s_30percent,24,245.764,15,15,0,11,0,1.0
rl3.1,cenario2_tempo_aleatorio/180-600s_30percent,25,558.689,67,65,2,11,0,0.9701
rl3.1,cenario2_tempo_aleatorio/180-600s_30percent,26,499.081,45,43,2,8,18,0.9556
rl3.1,cenario2_tempo_aleatorio/180-600s_30percent,27,400.675,56,54,2,10,5,0.9643
rl3.1,cenario2_tempo_aleatorio/180-600s_30percent,28,510.663,44,41,3,10,8,0.9318
rl3.1,cenario2_tempo_aleatorio/180-600s_30percent,29,232.94,21,21,0,11,1,1.0
rl3.1,cenario2_tempo_aleatorio/180-600s_30percent,30,207.1,16,16,0,10,6,1.0
rl3.1,cenario2_tempo_aleatorio/180-600s_30percent,31,512.314,53,48,5,11,0,0.9057
rl3.1,cenario2_tempo_aleatorio/180-600s_30percent,32,338.94,64,61,3,11,0,0.9531
rl3.1,cenario2_tempo_aleatorio/180-600s_30percent,33,205.705,29,28,1,11,1,0.9655
rl3.1,cenario2_tempo_aleatorio/180-600s_30percent,34,288.753,22,21,1,11,0,0.9545
rl3.1,cenario2_tempo_aleatorio/180-600s_30percent,35,325.961,71,71,0,10,5,1.0
rl3.1,cenario3_tudo_aleatorio/180-600s_10-30percent,1,276.175,21,21,0,11,0,1.0
rl3.1,cenario3_tudo_aleatorio/180-600s_10-30percent,2,535.22,37,35,2,11,0,0.9459
rl3.1,cenario3_tudo_aleatorio/180-600s_10-30percent,3,297.059,25,25,0,9,11,1.0
rl3.1,cenario3_tudo_aleatorio/180-600s_10-30percent,4,332.465,19,17,2,10,5,0.8947
rl3.1,cenario3_tudo_aleatorio/180-600s_10-30percent,5,519.85,12,12,0,10,5,1.0
rl3.1,cenario3_tudo_aleatorio/180-600s_10-30percent,6,209.496,24,22,2,11,1,0.9167
rl3.1,cenario3_tudo_aleatorio/180-600s_10-30percent,7,413.36,36,35,1,11,0,0.9722
rl3.1,cenario3_tudo_aleatorio/180-600s_10-30percent,8,483.986,21,21,0,11,0,1.0
rl3.1,cenario3_tudo_aleatorio/180-600s_10-30percent,9,209.551,23,22,1,9,11,0.9565
rl3.1,cenario3_tudo_aleatorio/180-600s_10-30percent,10,389.188,22,21,1,7,24,0.9545
rl3.1,cenario3_tudo_aleatorio/180-600s_10-30percent,11,516.84,19,18,1,11,0,0.9474
rl3.1,cenario3_tudo_aleatorio/180-600s_10-30percent,12,304.757,18,17,1,10,5,0.9444
rl3.1,cenario3_tudo_aleatorio/180-600s_10-30percent,13,249.935,21,20,1,11,1,0.9524
rl3.1,cenario3_tudo_aleatorio/180-600s_10-30percent,14,335.3,38,37,1,11,1,0.9737
rl3.1,cenario3_tudo_aleatorio/180-600s_10-30percent,15,499.323,39,37,2,11,3,0.9487
rl3.1,cenario3_tudo_aleatorio/180-600s_10-30percent,16,545.91,6,6,0,11,0,1.0
rl3.1,cenario3_tudo_aleatorio/180-600s_10-30percent,17,537.125,31,30,1,11,1,0.9677
rl3.1,cenario3_tudo_aleatorio/180-600s_10-30percent,18,238.154,27,27,0,11,3,1.0
rl3.1,cenario3_tudo_aleatorio/180-600s_10-30percent,19,507.444,50,49,1,11,1,0.98
rl3.1,cenario3_tudo_aleatorio/180-600s_10-30percent,20,334.176,37,35,2,10,5,0.9459
rl3.1,cenario3_tudo_aleatorio/180-600s_10-30percent,21,402.166,43,41,2,10,5,0.9535
rl3.1,cenario3_tudo_aleatorio/180-600s_10-30percent,22,565.411,16,16,0,11,1,1.0
rl3.1,cenario3_tudo_aleatorio/180-600s_10-30percent,23,519.584,33,32,1,11,0,0.9697
rl3.1,cenario3_tudo_aleatorio/180-600s_10-30percent,24,228.669,30,28,2,10,5,0.9333
rl3.1,cenario3_tudo_aleatorio/180-600s_10-30percent,25,357.306,33,33,0,11,1,1.0
rl3.1,cenario3_tudo_aleatorio/180-600s_10-30percent,26,334.411,29,27,2,11,0,0.931
rl3.1,cenario3_tudo_aleatorio/180-600s_10-30percent,27,585.758,48,46,2,11,0,0.9583
rl3.1,cenario3_tudo_aleatorio/180-600s_10-30percent,28,244.04,30,29,1,9,11,0.9667
rl3.1,cenario3_tudo_aleatorio/180-600s_10-30percent,29,297.94,20,18,2,11,0,0.9
rl3.1,cenario3_tudo_aleatorio/180-600s_10-30percent,30,275.943,15,15,0,10,5,1.0
rl3.1,cenario3_tudo_aleatorio/180-600s_10-30percent,31,474.391,5,5,0,11,1,1.0
rl3.1,cenario3_tudo_aleatorio/180-600s_10-30percent,32,302.326,28,28,0,11,0,1.0
rl3.1,cenario3_tudo_aleatorio/180-600s_10-30percent,33,199.431,12,12,0,10,5,1.0
rl3.1,cenario3_tudo_aleatorio/180-600s_10-30percent,34,434.862,25,25,0,10,5,1.0
rl3.1,cenario3_tudo_aleatorio/180-600s_10-30percent,35,431.696,14,14,0,11,0,1.0
with-fail,cenario1_tempo_fixo/310s_10percent,1,320.0,13,0,0,9,11,0.0
with-fail,cenario1_tempo_fixo/310s_10percent,2,320.0,14,0,0,10,5,0.0
with-fail,cenario1_tempo_fixo/310s_10percent,3,320.0,23,0,0,10,5,0.0
with-fail,cenario1_tempo_fixo/310s_10percent,4,320.0,24,0,0,11,3,0.0
with-fail,cenario1_tempo_fixo/310s_10percent,5,320.0,23,0,0,11,1,0.0
with-fail,cenario1_tempo_fixo/310s_10percent,6,320.0,12,0,0,11,0,0.0
with-fail,cenario1_tempo_fixo/310s_10percent,7,320.0,6,0,0,11,2,0.0
with-fail,cenario1_tempo_fixo/310s_10percent,8,320.0,15,0,0,11,0,0.0
with-fail,cenario1_tempo_fixo/310s_10percent,9,320.0,54,0,0,11,0,0.0
with-fail,cenario1_tempo_fixo/310s_10percent,10,320.0,12,0,0,10,5,0.0
with-fail,cenario1_tempo_fixo/310s_10percent,11,320.0,13,0,0,8,18,0.0
with-fail,cenario1_tempo_fixo/310s_10percent,12,320.0,26,0,0,9,11,0.0
with-fail,cenario1_tempo_fixo/310s_10percent,13,320.0,8,0,0,8,18,0.0
with-fail,cenario1_tempo_fixo/310s_10percent,14,320.0,16,0,0,11,0,0.0
with-fail,cenario1_tempo_fixo/310s_10percent,15,320.0,23,0,0,9,11,0.0
with-fail,cenario1_tempo_fixo/310s_10percent,16,320.0,9,0,0,10,5,0.0
with-fail,cenario1_tempo_fixo/310s_10percent,17,320.0,39,0,0,8,18,0.0
with-fail,cenario1_tempo_fixo/310s_10percent,18,320.0,59,0,0,9,11,0.0
with-fail,cenario1_tempo_fixo/310s_10percent,19,320.0,21,0,0,9,11,0.0
with-fail,cenario1_tempo_fixo/310s_10percent,20,320.0,8,0,0,11,0,0.0
with-fail,cenario1_tempo_fixo/310s_10percent,21,320.0,18,0,0,11,1,0.0
with-fail,cenario1_tempo_fixo/310s_10percent,22,320.0,18,0,0,11,1,0.0
with-fail,cenario1_tempo_fixo/310s_10percent,23,320.0,23,0,0,10,5,0.0
with-fail,cenario1_tempo_fixo/310s_10percent,24,320.0,11,0,0,11,1,0.0
with-fail,cenario1_tempo_fixo/310s_10percent,25,320.0,12,0,0,9,11,0.0
with-fail,cenario1_tempo_fixo/310s_10percent,26,320.0,23,0,0,10,8,0.0
with-fail,cenario1_tempo_fixo/310s_10percent,27,320.0,27,0,0,8,18,0.0
with-fail,cenario1_tempo_fixo/310s_10percent,28,320.0,27,0,0,10,7,0.0
with-fail,cenario1_tempo_fixo/310s_10percent,29,320.0,24,0,0,10,5,0.0
with-fail,cenario1_tempo_fixo/310s_10percent,30,320.0,16,0,0,10,5,0.0
with-fail,cenario1_tempo_fixo/310s_10percent,31,320.0,22,0,0,11,0,0.0
with-fail,cenario1_tempo_fixo/310s_10percent,32,320.0,21,0,0,10,6,0.0
with-fail,cenario1_tempo_fixo/310s_10percent,33,320.0,12,0,0,9,11,0.0
with-fail,cenario1_tempo_fixo/310s_10percent,34,320.0,26,0,0,10,5,0.0
with-fail,cenario1_tempo_fixo/310s_10percent,35,320.0,33,0,0,10,5,0.0
with-fail,cenario1_tempo_fixo/310s_20percent,1,320.0,22,0,0,9,11,0.0
with-fail,cenario1_tempo_fixo/310s_20percent,2,320.0,31,0,0,10,5,0.0
with-fail,cenario1_tempo_fixo/310s_20percent,3,320.0,28,0,0,7,24,0.0
with-fail,cenario1_tempo_fixo/310s_20percent,4,320.0,36,0,0,7,24,0.0
with-fail,cenario1_tempo_fixo/310s_20percent,5,320.0,44,0,0,7,24,0.0
with-fail,cenario1_tempo_fixo/310s_20percent,6,320.0,44,0,0,10,6,0.0
with-fail,cenario1_tempo_fixo/310s_20percent,7,320.0,39,0,0,11,3,0.0
with-fail,cenario1_tempo_fixo/310s_20percent,8,320.0,43,0,0,11,1,0.0
with-fail,cenario1_tempo_fixo/310s_20percent,9,320.0,23,0,0,10,5,0.0
with-fail,cenario1_tempo_fixo/310s_20percent,10,320.0,64,0,0,11,2,0.0
with-fail,cenario1_tempo_fixo/310s_20percent,11,320.0,19,0,0,10,5,0.0
with-fail,cenario1_tempo_fixo/310s_20percent,12,320.0,63,0,0,10,5,0.0
with-fail,cenario1_tempo_fixo/310s_20percent,13,320.0,43,0,0,10,5,0.0
with-fail,cenario1_tempo_fixo/310s_20percent,14,320.0,48,0,0,10,5,0.0
with-fail,cenario1_tempo_fixo/310s_20percent,15,320.0,45,0,0,9,11,0.0
with-fail,cenario1_tempo_fixo/310s_20percent,16,320.0,36,0,0,10,5,0.0
with-fail,cenario1_tempo_fixo/310s_20percent,17,320.0,12,0,0,11,1,0.0
with-fail,cenario1_tempo_fixo/310s_20percent,18,320.0,19,0,0,8,18,0.0
with-fail,cenario1_tempo_fixo/310s_20percent,19,320.0,15,0,0,9,13,0.0
with-fail,cenario1_tempo_fixo/310s_20percent,20,320.0,37,0,0,11,1,0.0
with-fail,cenario1_tempo_fixo/310s_20percent,21,320.0,24,0,0,11,0,0.0
with-fail,cenario1_tempo_fixo/310s_20percent,22,320.0,30,0,0,11,1,0.0
with-fail,cenario1_tempo_fixo/310s_20percent,23,320.0,25,0,0,8,18,0.0
with-fail,cenario1_tempo_fixo/310s_20percent,24,320.0,31,0,0,6,30,0.0
with-fail,cenario1_tempo_fixo/310s_20percent,25,320.0,39,0,0,7,24,0.0
with-fail,cenario1_tempo_fixo/310s_20percent,26,320.0,29,0,0,10,5,0.0
with-fail,cenario1_tempo_fixo/310s_20percent,27,320.0,39,0,0,10,5,0.0
with-fail,cenario1_tempo_fixo/310s_20percent,28,320.0,39,0,0,10,5,0.0
with-fail,cenario1_tempo_fixo/310s_20percent,29,320.0,28,0,0,9,11,0.0
with-fail,cenario1_tempo_fixo/310s_20percent,30,320.0,43,0,0,9,11,0.0
with-fail,cenario1_tempo_fixo/310s_20percent,31,320.0,22,0,0,9,11,0.0
with-fail,cenario1_tempo_fixo/310s_20percent,32,320.0,20,0,0,11,1,0.0
with-fail,cenario1_tempo_fixo/310s_20percent,33,320.0,68,0,0,6,30,0.0
with-fail,cenario1_tempo_fixo/310s_20percent,34,320.0,46,0,0,11,1,0.0
with-fail,cenario1_tempo_fixo/310s_20percent,35,320.0,17,0,0,9,11,0.0
with-fail,cenario1_tempo_fixo/310s_30percent,1,320.0,29,0,0,7,24,0.0
with-fail,cenario1_tempo_fixo/310s_30percent,2,320.0,43,0,0,11,1,0.0
with-fail,cenario1_tempo_fixo/310s_30percent,3,320.0,39,0,0,7,24,0.0
with-fail,cenario1_tempo_fixo/310s_30percent,4,320.0,65,0,0,7,24,0.0
with-fail,cenario1_tempo_fixo/310s_30percent,5,320.0,74,0,0,11,2,0.0
with-fail,cenario1_tempo_fixo/310s_30percent,6,320.0,52,0,0,8,18,0.0
with-fail,cenario1_tempo_fixo/310s_30percent,7,320.0,41,0,0,10,5,0.0
with-fail,cenario1_tempo_fixo/310s_30percent,8,320.0,36,0,0,11,1,0.0
with-fail,cenario1_tempo_fixo/310s_30percent,9,320.0,63,0,0,6,30,0.0
with-fail,cenario1_tempo_fixo/310s_30percent,10,320.0,49,0,0,8,18,0.0
with-fail,cenario1_tempo_fixo/310s_30percent,11,320.0,48,0,0,11,1,0.0
with-fail,cenario1_tempo_fixo/310s_30percent,12,320.0,62,0,0,9,11,0.0
with-fail,cenario1_tempo_fixo/310s_30percent,13,320.0,29,0,0,7,24,0.0
