approach,scenario,run,total_clusters,clusters_apt,clusters_idle,orphan_total,orphan_percentage
rl3.1,cenario3_tudo_aleatorio/180-600s_10-30percent,34,19,15,4,25,12.5
rl3.1,cenario3_tudo_aleatorio/180-600s_10-30percent,35,14,11,3,14,7.0
with-fail,cenario1_tempo_fixo/310s_10percent,1,20,8,12,13,6.5
with-fail,cenario1_tempo_fixo/310s_10percent,2,21,10,11,14,7.0
with-fail,cenario1_tempo_fixo/310s_10percent,3,17,12,5,23,11.5
with-fail,cenario1_tempo_fixo/310s_10percent,4,20,14,6,24,12.0
with-fail,cenario1_tempo_fixo/310s_10percent,5,25,14,11,23,11.5
with-fail,cenario1_tempo_fixo/310s_10percent,6,21,15,6,12,6.0
with-fail,cenario1_tempo_fixo/310s_10percent,7,24,14,10,6,3.0
with-fail,cenario1_tempo_fixo/310s_10percent,8,24,18,6,15,7.5
with-fail,cenario1_tempo_fixo/310s_10percent,9,25,19,6,54,27.0
with-fail,cenario1_tempo_fixo/310s_10percent,10,19,9,10,12,6.0
with-fail,cenario1_tempo_fixo/310s_10percent,11,19,10,9,13,6.5
with-fail,cenario1_tempo_fixo/310s_10percent,12,24,12,12,26,13.0
with-fail,cenario1_tempo_fixo/310s_10percent,13,18,7,11,8,4.0
with-fail,cenario1_tempo_fixo/310s_10percent,14,16,12,4,16,8.0
with-fail,cenario1_tempo_fixo/310s_10percent,15,19,15,4,23,11.5
with-fail,cenario1_tempo_fixo/310s_10percent,16,17,8,9,9,4.5
with-fail,cenario1_tempo_fixo/310s_10percent,17,28,21,7,39,19.5
with-fail,cenario1_tempo_fixo/310s_10percent,18,26,18,8,59,29.5
with-fail,cenario1_tempo_fixo/310s_10percent,19,25,15,10,21,10.5
with-fail,cenario1_tempo_fixo/310s_10percent,20,17,12,5,8,4.0
with-fail,cenario1_tempo_fixo/310s_10percent,21,14,10,4,18,9.0
with-fail,cenario1_tempo_fixo/310s_10percent,22,21,13,8,18,9.0
with-fail,cenario1_tempo_fixo/310s_10percent,23,17,11,6,23,11.5
with-fail,cenario1_tempo_fixo/310s_10percent,24,19,15,4,11,5.5
with-fail,cenario1_tempo_fixo/310s_10percent,25,21,14,7,12,6.0
with-fail,cenario1_tempo_fixo/310s_10percent,26,18,13,5,23,11.5
with-fail,cenario1_tempo_fixo/310s_10percent,27,22,10,12,27,13.5
with-fail,cenario1_tempo_fixo/310s_10percent,28,19,10,9,27,13.5
with-fail,cenario1_tempo_fixo/310s_10percent,29,23,14,9,24,12.0
with-fail,cenario1_tempo_fixo/310s_10percent,30,19,13,6,16,8.0
with-fail,cenario1_tempo_fixo/310s_10percent,31,22,15,7,22,11.0
with-fail,cenario1_tempo_fixo/310s_10percent,32,19,8,11,21,10.5
with-fail,cenario1_tempo_fixo/310s_10percent,33,17,12,5,12,6.0
with-fail,cenario1_tempo_fixo/310s_10percent,34,17,11,6,26,13.0
with-fail,cenario1_tempo_fixo/310s_10percent,35,18,12,6,33,16.5
with-fail,cenario1_tempo_fixo/310s_20percent,1,18,11,7,22,11.0
with-fail,cenario1_tempo_fixo/310s_20percent,2,22,19,3,31,15.5
with-fail,cenario1_tempo_fixo/310s_20percent,3,21,16,5,28,14.0
with-fail,cenario1_tempo_fixo/310s_20percent,4,19,13,6,36,18.0
with-fail,cenario1_tempo_fixo/310s_20percent,5,20,11,9,44,22.0
with-fail,cenario1_tempo_fixo/310s_20percent,6,17,11,6,44,22.0
with-fail,cenario1_tempo_fixo/310s_20percent,7,17,14,3,39,19.5
with-fail,cenario1_tempo_fixo/310s_20percent,8,18,12,6,43,21.5
with-fail,cenario1_tempo_fixo/310s_20percent,9,18,11,7,23,11.5
with-fail,cenario1_tempo_fixo/310s_20percent,10,21,12,9,64,32.0
with-fail,cenario1_tempo_fixo/310s_20percent,11,19,14,5,19,9.5
with-fail,cenario1_tempo_fixo/310s_20percent,12,21,16,5,63,31.5
with-fail,cenario1_tempo_fixo/310s_20percent,13,19,11,8,43,21.5
with-fail,cenario1_tempo_fixo/310s_20percent,14,17,15,2,48,24.0
with-fail,cenario1_tempo_fixo/310s_20percent,15,21,14,7,45,22.5
with-fail,cenario1_tempo_fixo/310s_20percent,16,19,13,6,36,18.0
with-fail,cenario1_tempo_fixo/310s_20percent,17,20,12,8,12,6.0
with-fail,cenario1_tempo_fixo/310s_20percent,18,22,12,10,19,9.5
with-fail,cenario1_tempo_fixo/310s_20percent,19,20,13,7,15,7.5
with-fail,cenario1_tempo_fixo/310s_20percent,20,18,14,4,37,18.5
with-fail,cenario1_tempo_fixo/310s_20percent,21,16,9,7,24,12.0
with-fail,cenario1_tempo_fixo/310s_20percent,22,18,16,2,30,15.0
with-fail,cenario1_tempo_fixo/310s_20percent,23,17,12,5,25,12.5
with-fail,cenario1_tempo_fixo/310s_20percent,24,20,13,7,31,15.5
with-fail,cenario1_tempo_fixo/310s_20percent,25,19,16,3,39,19.5
with-fail,cenario1_tempo_fixo/310s_20percent,26,21,9,12,29,14.5
with-fail,cenario1_tempo_fixo/310s_20percent,27,21,13,8,39,19.5
with-fail,cenario1_tempo_fixo/310s_20percent,28,19,13,6,39,19.5
with-fail,cenario1_tempo_fixo/310s_20percent,29,16,8,8,28,14.0
with-fail,cenario1_tempo_fixo/310s_20percent,30,21,17,4,43,21.5
with-fail,cenario1_tempo_fixo/310s_20percent,31,21,15,6,22,11.0
with-fail,cenario1_tempo_fixo/310s_20percent,32,21,18,3,20,10.0
with-fail,cenario1_tempo_fixo/310s_20percent,33,24,20,4,68,34.0
with-fail,cenario1_tempo_fixo/310s_20percent,34,17,12,5,46,23.0
with-fail,cenario1_tempo_fixo/310s_20percent,35,17,6,11,17,8.5
with-fail,cenario1_tempo_fixo/310s_30percent,1,20,8,12,29,14.5
with-fail,cenario1_tempo_fixo/310s_30percent,2,15,10,5,43,21.5
with-fail,cenario1_tempo_fixo/310s_30percent,3,16,8,8,39,19.5
with-fail,cenario1_tempo_fixo/310s_30percent,4,25,11,14,65,32.5
with-fail,cenario1_tempo_fixo/310s_30percent,5,18,11,7,74,37.0
with-fail,cenario1_tempo_fixo/310s_30percent,6,17,11,6,52,26.0
with-fail,cenario1_tempo_fixo/310s_30percent,7,21,7,14,41,20.5
with-fail,cenario1_tempo_fixo/310s_30percent,8,17,12,5,36,18.0
with-fail,cenario1_tempo_fixo/310s_30percent,9,19,13,6,63,31.5
with-fail,cenario1_tempo_fixo/310s_30percent,10,18,10,8,49,24.5
with-fail,cenario1_tempo_fixo/310s_30percent,11,20,13,7,48,24.0
with-fail,cenario1_tempo_fixo/310s_30percent,12,21,14,7,62,31.0
with-fail,cenario1_tempo_fixo/310s_30percent,13,15,11,4,29,14.5
with-fail,cenario1_tempo_fixo/310s_30percent,14,22,11,11,67,33.5
with-fail,cenario1_tempo_fixo/310s_30percent,15,19,11,8,35,17.5
with-fail,cenario1_tempo_fixo/310s_30percent,16,19,9,10,36,18.0
with-fail,cenario1_tempo_fixo/310s_30percent,17,20,12,8,73,36.5
with-fail,cenario1_tempo_fixo/310s_30percent,18,19,14,5,63,31.5
with-fail,cenario1_tempo_fixo/310s_30percent,19,17,8,9,63,31.5
with-fail,cenario1_tempo_fixo/310s_30percent,20,20,14,6,58,29.0
with-fail,cenario1_tempo_fixo/310s_30percent,21,20,11,9,47,23.5
with-fail,cenario1_tempo_fixo/310s_30percent,22,16,13,3,48,24.0
with-fail,cenario1_tempo_fixo/310s_30percent,23,17,10,7,40,20.0
with-fail,cenario1_tempo_fixo/310s_30percent,24,20,14,6,102,51.0
with-fail,cenario1_tempo_fixo/310s_30percent,25,19,11,8,38,19.0
with-fail,cenario1_tempo_fixo/310s_30percent,26,20,10,10,43,21.5
with-fail,cenario1_tempo_fixo/310s_30percent,27,24,21,3,57,28.5
with-fail,cenario1_tempo_fixo/310s_30percent,28,21,9,12,33,16.5
with-fail,cenario1_tempo_fixo/310s_30percent,29,22,16,6,54,27.0
with-fail,cenario1_tempo_fixo/310s_30percent,30,23,12,11,66,33.0
with-fail,cenario1_tempo_fixo/310s_30percent,31,18,12,6,30,15.0
with-fail,cenario1_tempo_fixo/310s_30percent,32,17,14,3,52,26.0
with-fail,cenario1_tempo_fixo/310s_30percent,33,18,12,6,62,31.0
with-fail,cenario1_tempo_fixo/310s_30percent,34,22,16,6,37,18.5
with-fail,cenario1_tempo_fixo/310s_30percent,35,19,13,6,29,14.5
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,1,22,12,10,28,14.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,2,23,16,7,21,10.5
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,3,22,16,6,6,3.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,4,17,7,10,20,10.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,5,21,12,9,10,5.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,6,20,9,11,13,6.5
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,7,20,9,11,15,7.5
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,8,19,16,3,23,11.5
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,9,15,10,5,16,8.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,10,19,12,7,51,25.5
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,11,17,11,6,20,10.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,12,24,16,8,42,21.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,13,20,9,11,19,9.5
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,14,22,15,7,38,19.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,15,21,12,9,13,6.5
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,16,23,13,10,18,9.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,17,19,14,5,30,15.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,18,22,18,4,16,8.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,19,17,12,5,19,9.5
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,20,21,15,6,34,17.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,21,19,12,7,25,12.5
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,22,17,6,11,25,12.5
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,23,17,13,4,18,9.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,24,18,11,7,6,3.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,25,20,15,5,34,17.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,26,19,11,8,6,3.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,27,26,17,9,14,7.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,28,17,13,4,12,6.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,29,21,13,8,21,10.5
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,30,22,9,13,18,9.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,31,17,13,4,26,13.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,32,22,13,9,27,13.5
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,33,22,16,6,24,12.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,34,23,11,12,10,5.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,35,15,8,7,26,13.0
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,1,15,11,4,31,15.5
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,2,18,10,8,15,7.5
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,3,19,10,9,47,23.5
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,4,23,17,6,50,25.0
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,5,22,10,12,41,20.5
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,6,22,14,8,14,7.0
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,7,15,10,5,15,7.5
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,8,17,8,9,15,7.5
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,9,25,15,10,81,40.5
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,10,19,13,6,55,27.5
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,11,18,10,8,40,20.0
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,12,18,12,6,50,25.0
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,13,18,12,6,53,26.5
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,14,19,9,10,27,13.5
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,15,21,13,8,15,7.5
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,16,20,17,3,13,6.5
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,17,21,10,11,26,13.0
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,18,16,9,7,38,19.0
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,19,15,7,8,42,21.0
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,20,22,8,14,16,8.0
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,21,21,12,9,66,33.0
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,22,25,13,12,67,33.5
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,23,20,8,12,30,15.0
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,24,23,14,9,62,31.0
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,25,18,6,12,23,11.5
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,26,19,14,5,24,12.0
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,27,24,16,8,18,9.0
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,28,21,10,11,17,8.5
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,29,24,14,10,50,25.0
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,30,21,9,12,42,21.0
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,31,20,10,10,19,9.5
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,32,22,11,11,41,20.5
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,33,22,15,7,66,33.0
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,34,24,16,8,37,18.5
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,35,23,14,9,30,15.0
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,1,17,12,5,52,26.0
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,2,17,13,4,30,15.0
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,3,18,12,6,47,23.5
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,4,20,13,7,67,33.5
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,5,17,8,9,24,12.0
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,6,22,14,8,62,31.0
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,7,17,14,3,55,27.5
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,8,19,12,7,62,31.0
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,9,25,13,12,67,33.5
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,10,18,10,8,47,23.5
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,11,23,16,7,72,36.0
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,12,23,13,10,63,31.5
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,13,22,14,8,87,43.5
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,14,20,11,9,67,33.5
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,15,21,10,11,62,31.0
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,16,17,9,8,45,22.5
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,17,17,9,8,29,14.5
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,18,27,18,9,55,27.5
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,19,18,11,7,58,29.0
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,20,21,15,6,63,31.5
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,21,17,10,7,50,25.0
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,22,18,10,8,16,8.0
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,23,17,10,7,57,28.5
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,24,16,14,2,49,24.5
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,25,19,9,10,53,26.5
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,26,20,14,6,22,11.0
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,27,13,10,3,10,5.0
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,28,23,10,13,44,22.0
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,29,18,10,8,50,25.0
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,30,18,13,5,57,28.5
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,31,26,20,6,82,41.0
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,32,23,15,8,40,20.0
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,33,22,15,7,33,16.5
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,34,22,17,5,81,40.5
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,35,15,9,6,42,21.0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,1,18,9,9,37,18.5
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,2,21,10,11,25,12.5
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,3,17,12,5,0,0.0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,4,21,15,6,57,28.5
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,5,21,14,7,49,24.5
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,6,15,11,4,52,26.0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,7,15,11,4,33,16.5
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,8,23,18,5,39,19.5
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,9,18,14,4,19,9.5
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,10,20,15,5,58,29.0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,11,24,13,11,33,16.5
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,12,18,13,5,62,31.0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,13,21,13,8,52,26.0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,14,19,13,6,29,14.5
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,15,19,11,8,43,21.5
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,16,17,9,8,8,4.0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,17,17,11,6,16,8.0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,18,22,14,8,63,31.5
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,19,19,12,7,18,9.0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,20,16,10,6,26,13.0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,21,19,14,5,0,0.0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,22,18,12,6,46,23.0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,23,20,13,7,67,33.5
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,24,19,14,5,54,27.0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,25,25,19,6,52,26.0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,26,16,9,7,68,34.0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,27,17,12,5,33,16.5
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,28,17,12,5,22,11.0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,29,18,11,7,16,8.0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,30,16,11,5,35,17.5
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,31,17,9,8,0,0.0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,32,23,15,8,56,28.0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,33,19,8,11,19,9.5
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,34,19,13,6,70,35.0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,35,22,13,9,0,0.0
optimal,sem_falha,1,23,15,8,0,0.0
optimal,sem_falha,2,22,12,10,0,0.0
optimal,sem_falha,3,20,12,8,0,0.0
optimal,sem_falha,4,20,17,3,0,0.0
optimal,sem_falha,5,19,8,11,0,0.0
optimal,sem_falha,6,18,13,5,0,0.0
optimal,sem_falha,7,20,12,8,0,0.0
optimal,sem_falha,8,14,12,2,0,0.0
optimal,sem_falha,9,28,20,8,0,0.0
optimal,sem_falha,10,21,12,9,0,0.0
optimal,sem_falha,11,15,11,4,0,0.0
optimal,sem_falha,12,28,25,3,0,0.0
optimal,sem_falha,13,19,12,7,0,0.0
optimal,sem_falha,14,18,13,5,0,0.0
optimal,sem_falha,15,22,11,11,0,0.0
optimal,sem_falha,16,18,13,5,0,0.0
optimal,sem_falha,17,23,15,8,0,0.0
optimal,sem_falha,18,20,13,7,0,0.0
optimal,sem_falha,19,22,16,6,0,0.0
optimal,sem_falha,20,19,12,7,0,0.0
optimal,sem_falha,21,21,10,11,0,0.0
optimal,sem_falha,22,18,8,10,0,0.0
optimal,sem_falha,23,18,14,4,0,0.0
optimal,sem_falha,24,21,12,9,0,0.0
optimal,sem_falha,25,19,11,8,0,0.0
optimal,sem_falha,26,22,18,4,0,0.0
optimal,sem_falha,27,20,10,10,0,0.0
optimal,sem_falha,28,22,13,9,0,0.0
optimal,sem_falha,29,19,8,11,0,0.0
optimal,sem_falha,30,14,10,4,0,0.0
optimal,sem_falha,31,16,12,4,0,0.0
optimal,sem_falha,32,20,16,4,0,0.0
optimal,sem_falha,33,23,13,10,0,0.0
optimal,sem_falha,34,28,21,7,0,0.0
optimal,sem_falha,35,16,11,5,0,0.0
